종목코드=기업코드,법인명=종목명=기업명,지정구분,지정업종(목표)/계획업종(할당),업종명,온실가스 배출량(tCO₂eq),에너지 사용량(TJ),시장구분,시가총액,ESG등급,환경,사회,지배구조,비고
,인천공항에너지,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"185,004","3,674",,,,,,,
,인천광역시,업체,폐기물 처리업,,"398,065","4,977",,,,,,,
,인천교통공사,사업장,육상 여객 운송업,,"117,332","2,421",,,,,,,
,인천국제공항공사,업체,기타 운송관련 서비스업,,"267,110","5,157",,,,,,,
034590,인천도시가스,,,전기·가스,,,KOSPI,,B,D,B,B+,
,인천연료전지(주),업체,전기업,,"167,926",18,,,,,,,
,인천종합에너지(주),업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"397,688","7,984",,,,,,,
216050,인크로스,,,일반서비스,,,KOSDAQ,,B,D,C,B+,
049070,인탑스,,,전기·전자,,,KOSDAQ,,B,C,B+,B,
129260,인터지스,사업장,도로 화물 운송업,운송·창고,"32,691",485,KOSPI,71394897600,C,C,C,C,
051370,인터플렉스,사업장,전자 부품 제조업,전기·전자,"36,807",769,KOSDAQ,2.46805E+11,C,C,B,C,
189300,인텔리안테크,,,전기·전자,,,KOSDAQ,,C,B,B,C,
023810,인팩,,,운송장비·부품,,,KOSPI,,C,C,D,C,
,인프라에어홀딩스 주식회사,업체,기초 화학물질 제조업,,"260,445","5,441",,,,,,,
,일강,사업장,자동차,,"19,141",393,,,,,,,
249420,일동제약,,,제약,,,KOSPI,,A,A,A,B+,
000230,일동홀딩스,,,제약,,,KOSPI,,B+,A,A,B+,
013360,일성건설,,,건설,,,KOSPI,,D,C,D,D,
003120,일성아이에스,,,제약,,,KOSPI,,D,D,D,C,
,일신로지스틱스주식회사,사업장,교통(해운),,"15,043",217,,,,,,,
003200,일신방직,사업장,방적 및 가공사 제조업,섬유·의류,"50,727","1,059",KOSPI,2.85163E+11,D,C,C,D,
007110,일신석재,,,유통,,,KOSPI,,D,D,D,D,
007570,일양약품,,,제약,,,KOSPI,,C,D,C,B+,
008500,일정실업,,,섬유·의류,,,KOSPI,,D,D,D,D,
,일진글로벌,사업장,자동차 신품 부품 제조업,,"122,351","2,549",,,,,,,
081000,일진다이아,,,화학,,,KOSPI,,D,D,D,C,
020760,일진디스플레이,사업장,전자 부품 제조업,전기·전자,"15,664",326,KOSPI,,C,C,D,B,
103590,일진전기,,,전기·전자,,,KOSPI,,D,C,C,D,
,일진제강(주),사업장,1차 철강 제조업,,"53,130","1,073",,,,,,,
271940,일진하이솔루스,,,운송장비·부품,,,KOSPI,,C,C,C,C,
015860,일진홀딩스,,,기타금융,,,KOSPI,,B,C,C,B+,
226320,잇츠한불,,,화학,,,KOSPI,,C,C,C,B,
317400,자이에스앤디,,,부동산,,,KOSPI,,B,C,B+,B,
033240,자화전자,,,전기·전자,,,KOSPI,,C,C,D,C,
,재단법인 대구경북과학기술원,사업장,고등 교육기관,,"31,474",643,,,,,,,
,재단법인 아산사회복지재단,사업장,병원,,"95,744","1,928",,,,,,,
,재단법인 오송첨단의료산업진흥재단,사업장,건물,,"16,372",335,,,,,,,
,재원산업,사업장,기초 화학물질 제조업,,"25,225",665,,,,,,,
,전남대학교,사업장,고등 교육기관,,"37,811",769,,,,,,,
000950,전방,업체,섬유,섬유·의류,"17,410",362,KOSPI,59388000000,D,C,D,D,
,전북고속,사업장,육상 여객 운송업,,"16,758",238,,,,,,,
,전북대학교,사업장,고등 교육기관,,"35,713",735,,,,,,,
,전북대학교병원,사업장,건물,,"21,845",458,,,,,,,
006350,전북은행,,,,,,,,등급없음,등급없음,등급없음,B+,
,전북집단에너지 주식회사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"195,564","2,313",,,,,,,
,전주시,업체,폐기물 처리업,,"168,919","1,771",,,,,,,
,전주원파워,사업장,전기업,,"42,794","6,028",,,,,,,
,전주페이퍼,업체,"펄프, 종이 및 판지 제조업",,"449,587","8,181",,,,,,,
,전차연물류(주),사업장,교통(화물),,"14,359",204,,,,,,,
,정·식품,사업장,음료제조업,,"17,976",361,,,,,,,
,정선라임,사업장,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"86,578",284,,,,,,,
095700,제넥신,,,일반서비스,,,KOSDAQ,,C,D,C,B,
,제때,사업장,교통(화물),,"25,825",463,,,,,,,
,제양항공해운,사업장,해상 운송업,,718,10,,,,,,,
,제이비 주식회사,사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"28,524",572,,,,,,,
818905,제이비우리캐피탈,,,,,,,,등급없음,등급없음,등급없음,B+,
,제이셋스태츠칩팩코리아(유),사업장,반도체 제조업,,"100,223","2,090",,,,,,,
287410,제이시스메디칼,,,,,,,,C,D,D,B,
,제이아이금속(주),사업장,비철금속,,"19,157",311,,,,,,,
204270,제이앤티씨,,,전기·전자,,,KOSDAQ,,C,C,D,C,
194370,제이에스코퍼레이션,,,섬유·의류,,,KOSPI,,C,D,D,B+,
,제이엠씨,사업장,기초 화학물질 제조업,,"33,421",736,,,,,,,
025620,제이준코스메틱,,,화학,,,KOSPI,,D,D,D,D,
030000,제일기획,,,일반서비스,,,KOSPI,,A,A,A+,A,
271980,제일약품,,,제약,,,KOSPI,,C,C,B+,D,
001560,제일연마,,,비금속,,,KOSPI,,C,C,D,B+,
002620,제일파마홀딩스,,,일반서비스,,,KOSPI,,C,C,B+,C,
,제주신화월드 주식회사,사업장,일반 및 생활 숙박시설 운영업,,"44,436",882,,,,,,,"""람정제주개발 주식회사"" 업체명 변경"
006220,제주은행,,,은행,,,KOSPI,,A,A,A,A,
,제주특별자치도,업체,폐기물 처리업,,"354,623","3,359",,,,,,,
,제주특별자치도개발공사,사업장,비알코올 음료 및 얼음 제조업,,"32,721",664,,,,,,,
089590,제주항공,업체,항공 여객 운송업,운송·창고,"228,618","3,278",KOSPI,4.36268E+11,A,A+,A+,B+,
,제천시,사업장,"하수, 폐수 및 분뇨 처리업",,"45,322",354,,,,,,,
,젤텍,사업장,석유화학,,"14,308",487,,,,,,,
082270,젬백스,,,기계·장비,,,KOSDAQ,,D,C,C,D,
004910,조광페인트,,,화학,,,KOSPI,,B+,B+,A,B,
004700,조광피혁,,,섬유·의류,,,KOSPI,,C,D,D,B,
001550,조비,,,화학,,,KOSPI,,D,D,D,D,
462520,조선내화(주),사업장,요업,비금속,"18,507",353,KOSPI,1.67158E+11,,,,,
120030,조선선재,,,금속,,,KOSPI,,D,D,D,C,
018470,조일알미늄,사업장,1차 비철금속 제조업,금속,"84,268","1,706",KOSPI,1.64748E+11,C,C,D,B,
002600,조흥,사업장,식료품 제조업,음식료·담배,"16,363",353,KOSPI,96000000000,B,B+,C,B,
,존슨일렉트릭오퍼레이션스(주),사업장,자동차,,"16,579",328,,,,,,,
185750,종근당,사업장,석유화학,제약,"19,934",554,KOSPI,1.14425E+12,A,A,A,B+,
063160,종근당바이오,사업장,기초 의약 물질 및 생물학적 제제 제조업,제약,"92,309","1,937",KOSPI,1.11639E+11,B+,B+,A,B+,
001630,종근당홀딩스,,,제약,,,KOSPI,,A,A,A,A,
036930,주성엔지니어링,사업장,기계,기계·장비,"19,662",406,KOSDAQ,1.30933E+12,B+,B+,A,B+,
109070,주성코퍼레이션,,,전기·전자,,,KOSPI,,D,C,D,D,
044380,주연테크,,,전기·전자,,,KOSPI,,D,D,D,D,
,중소기업은행,업체,건물,,"55,321",799,,,,,,,
,중앙고속,사업장,육상 여객 운송업,,"47,642",680,,,,,,,
,중일,사업장,1차 비철금속 제조업,,"29,361",293,,,,,,,
013890,지누스,,,기타제조,,,KOSPI,,A,A,A+,A,
144510,지씨셀,,,일반서비스,,,KOSDAQ,,B+,B+,A,B,
,지알엠,사업장,1차 비철금속 제조업,,"79,123",963,,,,,,,
,지에스동해전력,업체,전기업,,"2,368,116","26,420",,,,,,,
,지에스에코메탈 주식회사,사업장,비철금속,,"25,012",338,,,,,,,
,지에스이앤알,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,632,12,,,,,,,
,지에스이피에스,업체,전기업,,"3,006,264","70,079",,,,,,,
,지에스칼텍스 주식회사,업체,석유 정제품 제조업,,"8,645,917","120,114",,,,,,,
,지에스포천그린에너지,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"959,022","13,074",,,,,,,
013870,지엠비코리아,,,운송장비·부품,,,KOSPI,,D,D,C,D,
,지엠씨,사업장,광업,,"13,954",290,,,,,,,
,지엠테크니컬센터코리아 주식회사,사업장,건물,,"14,310",291,,,,,,,
071320,지역난방공사,,,전기·가스,,,KOSPI,,A+,A+,A+,A,
088790,진도,,,유통,,,KOSPI,,D,D,D,D,
018120,진로발효,사업장,알코올 음료 제조업,음식료·담배,"30,278",734,KOSDAQ,1.19776E+11,,,,,
003780,진양산업,,,화학,,,KOSPI,,D,D,D,D,
,진양특수강(주),사업장,1차 철강 제조업,,"28,105",561,,,,,,,
010640,진양폴리우레탄,,,화학,,,KOSPI,,D,D,D,D,
100250,진양홀딩스,,,화학,,,KOSPI,,D,D,D,D,
051630,진양화학,,,화학,,,KOSPI,,D,C,C,D,
272450,진에어,업체,항공 여객 운송업,운송·창고,"217,123","3,108",KOSPI,3.61746E+11,A,A+,A,A,
,진영페이퍼 주식회사,사업장,"펄프, 종이 및 판지 제조업",,"90,152",875,,,,,,,
011000,진원생명과학,,,제약,,,KOSPI,,D,D,D,D,
,진주시,사업장,폐기물 처리업,,"123,714",605,,,,,,,
,진천군,사업장,폐기물,,"19,877",163,,,,,,,
,진합,사업장,자동차 신품 부품 제조업,,"26,316",546,,,,,,,
002780,진흥기업,,,건설,,,KOSPI,,C,D,C,B,
,진흥주물,사업장,철강,,"30,311",531,,,,,,,
085660,차바이오텍,,,제약,,,KOSDAQ,,C,D,C,C,
009310,참엔지니어링,,,기계·장비,,,KOSPI,,D,D,D,C,
,참프레,사업장,"도축, 육류 가공 및 저장 처리업",,"42,987",860,,,,,,,
,창원그린,업체,폐기물 처리업,,"57,512",21,,,,,,,"""(주)에코비트그린"" 업체명 변경"
,창원시,업체,폐기물 처리업,,"240,936","2,417",,,,,,,
,창원에너텍,사업장,폐기물 처리업,,"77,277","1,032",,,,,,,
278280,천보,,,화학,,,KOSDAQ,,C,C,D,C,
,천안시,업체,폐기물 처리업,,"157,838","1,745",,,,,,,
000650,천일고속,사업장,육상 여객 운송업,운송·창고,"21,368",305,KOSPI,5.038E+11,D,C,D,D,
,천일정기화물자동차(주),사업장,교통(화물),,"20,004",289,,,,,,,
,천일제지(주),사업장,"펄프, 종이 및 판지 제조업",,"61,416","1,000",,,,,,,
,청명,사업장,폐기물,,"25,597",511,,,,,,,
,청송산업개발,사업장,폐기물 처리업,,"71,731",520,,,,,,,
,청양산업 주식회사,사업장,육상운송 및 파이프라인 운송업,,"11,975",170,,,,,,,
,청주시,업체,폐기물 처리업,,"223,223","1,892",,,,,,,
,청주에코파크 주식회사,사업장,전기업,,"55,904",2,,,,,,,
012600,청호ICT,,,,,,,,D,D,D,D,
066360,체리부로,사업장,식료품 제조업,음식료·담배,"15,210",310,KOSDAQ,36059915280,,,,,
033250,체시스,,,운송장비·부품,,,KOSPI,,D,C,D,D,
,초당환경(유),사업장,폐기물 처리업,,"25,578",72,,,,,,,
,춘천시,업체,폐기물 처리업,,"100,615","1,559",,,,,,,
,춘천에너지 주식회사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"876,707","15,881",,,,,,,
,충남고속,사업장,육상 여객 운송업,,"23,447",334,,,,,,,
,충남대학교,사업장,고등 교육기관,,"30,486",631,,,,,,,
,충남대학교병원,사업장,건물,,"20,156",418,,,,,,,
,충무화학,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"155,600",637,,,,,,,
,충북대학교,사업장,건물,,"20,700",419,,,,,,,
,충주시,사업장,폐기물 처리업,,"74,508",749,,,,,,,
,카길애그리퓨리나,사업장,식료품 제조업,,"21,263",434,,,,,,,
035720,카카오,,,IT 서비스,,,KOSPI,,A,A+,A,B+,
293490,카카오게임즈,,,IT 서비스,,,KOSDAQ,,A,A,A+,A,
323410,카카오뱅크,,,은행,,,KOSPI,,A,A,A,A,
377300,카카오페이,,,기타금융,,,KOSPI,,B+,A,B+,B+,
,카펙발레오,사업장,자동차,,"22,015",444,,,,,,,
006380,카프로,업체,기초 화학물질 제조업,화학,"12,244",237,KOSPI,6.1854E+11,D,C,D,D,
071850,캐스텍코리아,사업장,철강,운송장비·부품,"17,076",300,KOSDAQ,37434627334,,,,,
119860,커넥트웨이브,,,,,,,,C,D,C,C,
,컬러스앤이펙츠코리아(주),사업장,석유화학,,"15,990",551,,,,,,,
078340,컴투스,,,IT 서비스,,,KOSDAQ,,A,A,A+,B+,
214370,케어젠,,,제약,,,KOSDAQ,,B,C,C,B+,
807958,케이디비생명보험,,,,,,,,등급없음,등급없음,등급없음,B,
800172,케이뱅크은행,,,,,,,,등급없음,등급없음,등급없음,B+,
,케이브이머티리얼즈 주식회사,사업장,유리,,"17,098",438,,,,,,,
861717,케이비국민카드,,,,,,,,등급없음,등급없음,등급없음,A,
,케이비아이국인산업,업체,폐기물 처리업,,"247,354",114,,,,,,,
001620,케이비아이동국실업,,,운송장비·부품,,,KOSPI,,D,D,D,D,
,케이비아이텍,업체,폐기물 처리업,,"151,791",178,,,,,,,
003450,케이비증권,,,,,,,,등급없음,등급없음,등급없음,B+,
021960,케이비캐피탈,,,,,,,,등급없음,등급없음,등급없음,B+,
029460,케이씨,업체,기초 화학물질 제조업,의료·정밀기기,"181,558","2,520",KOSPI,3.37397E+11,B,C,B+,B,
,케이씨글라스(주),사업장,유리 및 유리제품 제조업,,"42,720",709,,,,,,,
002380,케이씨씨,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",화학,"611,594","11,491",KOSPI,,B+,B+,A,B+,
344820,케이씨씨글라스,업체,유리 및 유리제품 제조업,비금속,"718,215","9,619",KOSPI,,A,A,A+,B+,
,케이씨씨실리콘,업체,기초 화학물질 제조업,,"108,896","1,765",,,,,,,
281820,케이씨텍,,,의료·정밀기기,,,KOSPI,,C,C,C,B,
009070,케이씨티시,,,운송·창고,,,KOSPI,,D,C,D,D,
,케이알에너지(주),사업장,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"44,016",472,,,,,,,
,케이알코폴리머 유한회사,사업장,합성고무 및 플라스틱 물질 제조업,,"28,916",387,,,,,,,
,케이에이에프 주식회사,사업장,섬유,,"24,420",420,,,,,,,
,케이에프엔티,사업장,석유화학,,"21,733",458,,,,,,,
105330,케이엔더블유,,,운송장비·부품,,,KOSDAQ,,C,C,C,C,
032500,케이엠더블유,,,전기·전자,,,KOSDAQ,,C,C,D,C,
,케이엠씨해운 주식회사,사업장,해상 운송업,,"43,505",603,,,,,,,
,케이오씨(주),사업장,기초 화학물질 제조업,,"35,161",842,,,,,,,
,케이원전자,사업장,전기전자,,"23,937",499,,,,,,,
,케이조선,사업장,선박 및 보트 건조업,,"63,962","1,153",,,,,,,
381970,케이카,,,유통,,,KOSPI,,B,C,B,B,
145270,케이탑리츠,,,부동산,,,KOSPI,,D,D,D,D,
030200,케이티,업체,전기 통신업,통신,"1,141,171","23,543",KOSPI,,A+,A,A+,A+,
053210,케이티스카이라이프,,,오락·문화,,,KOSPI,,B+,B+,A,B+,
036030,케이티알파,,,유통,,,KOSDAQ,,B+,B+,A,B+,
033780,케이티앤지,사업장,담배 제조업,음식료·담배,"104,110","2,109",KOSPI,,A,A,A+,A,
,케이티클라우드,업체,"자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업",,"347,380","7,406",,,,,,,
064820,케이프,사업장,조선,운송장비·부품,"14,825",264,KOSDAQ,3.07472E+11,,,,,
024880,케이피에프,사업장,기타 금속 가공제품 제조업,금속,"43,892",906,KOSDAQ,1.04286E+11,,,,,
,케이피이그린에너지,사업장,전기업,,"58,289",7,,,,,,,
,케이피텍,사업장,석유화학,,"9,117",189,,,,,,,
089010,켐트로닉스,사업장,디스플레이,화학,"22,102",461,KOSDAQ,4.99983E+11,,,,,
,코넥,사업장,자동차 신품 부품 제조업,,"39,621",786,,,,,,,
,코닝정밀소재 주식회사,업체,유리 및 유리제품 제조업,,"490,292","9,852",,,,,,,
046070,코다코,사업장,자동차 신품 부품 제조업,운송장비·부품,"39,518",808,KOSDAQ,1.59197E+11,,,,,
,코리아PTG(주),사업장,기초 화학물질 제조업,,"103,089",900,,,,,,,
007810,코리아써키트,사업장,전자 부품 제조업,전기·전자,"127,197","2,578",KOSPI,1.14088E+12,C,B,D,D,
190650,코리아에셋투자증권,,,금융,,,KOSDAQ,,C,D,B,C,
,코리아에어텍,사업장,기초 화학물질 제조업,,"59,020","1,232",,,,,,,
003690,코리안리,,,보험,,,KOSPI,,A,A,A+,A,
183300,코미코,,,기계·장비,,,KOSDAQ,,B,A,B,C,
041960,코미팜,,,제약,,,KOSDAQ,,C,C,D,C,
192820,코스맥스,,,화학,,,KOSPI,,B+,A,A+,B,
044820,코스맥스비티아이,,,기타금융,,,KOSPI,,B,A,A+,C,
005070,코스모신소재,사업장,기타 화학제품 제조업,화학,"62,428","1,164",KOSPI,1.40772E+12,C,C,D,C,
005420,코스모화학,사업장,기초 화학물질 제조업,화학,"94,980","1,720",KOSPI,5.51158E+11,D,C,D,D,
,코스틸,사업장,1차 철강 제조업,,"10,611",212,,,,,,,
,코스포영남파워 주식회사,업체,전기업,,"850,361","16,906",,,,,,,
071950,코아스,,,기타제조,,,KOSPI,,C,C,D,B,
,코어엔텍 주식회사,업체,폐기물 처리업,,"293,163","1,833",,,,,,,
,코엔텍,업체,폐기물 처리업,,"328,628",617,,,,,,,
002020,코오롱,,,기타금융,,,KOSPI,,B+,B+,A,B,
138490,코오롱ENP,,,화학,,,KOSPI,,B,B+,C,B+,
003070,코오롱글로벌,,,건설,,,KOSPI,,B+,B,A,B+,
,코오롱글로텍(주),사업장,섬유,,"20,679",332,,,,,,,
,코오롱바스프이노폼 주식회사,사업장,합성고무 및 플라스틱 물질 제조업,,"101,273","1,600",,,,,,,
102940,코오롱생명과학,,,제약,,,KOSDAQ,,C,D,C,B+,
,코오롱이앤피(주),업체,합성고무 및 플라스틱 물질 제조업,,"131,361","2,125",,,,,,,
120110,코오롱인더스트리,업체,합성고무 및 플라스틱 물질 제조업,화학,"554,983","10,324",KOSPI,,A,B+,A+,B+,
021240,코웨이,,,일반서비스,,,KOSPI,,A,B+,A+,B+,
033290,코웰패션,,,유통,,,KOSDAQ,,C,C,D,C,
,코카콜라음료(주),사업장,음료제조업,,"20,014",408,,,,,,,
036420,콘텐트리중앙,,,오락·문화,,,KOSPI,,D,C,D,D,
200130,콜마비앤에이치,,,제약,,,KOSDAQ,,A,B+,A,A,
024720,콜마홀딩스,,,기타금융,,,KOSPI,,A,A,A+,A,
031820,콤텍시스템,,,IT 서비스,,,KOSPI,,C,B+,B+,D,
192400,쿠쿠홀딩스,,,기타금융,,,KOSPI,,C,D,C,B,
284740,쿠쿠홈시스,,,일반서비스,,,KOSPI,,C,D,C,B,
,쿠팡로지스틱스서비스 유한회사,사업장,도로 화물 운송업,,"97,956","1,664",,,,,,,
,쿠팡풀필먼트서비스 유한회사,업체,보관 및 창고업,,"236,793","4,930",,,,,,,
060280,큐렉소,,,유통,,,KOSDAQ,,D,D,D,D,
016600,큐캐피탈,,,금융,,,KOSDAQ,,D,D,D,D,
,크나우프석고보드 주식회사,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"110,088","2,187",,,,,,,
264900,크라운제과,,,음식료·담배,,,KOSPI,,C,C,C,B,
005740,크라운해태홀딩스,,,기타금융,,,KOSPI,,C,C,C,C,
259960,크래프톤,,,IT 서비스,,,KOSPI,,B+,C,A,A,
214150,클래시스,,,의료·정밀기기,,,KOSDAQ,,A+,A,A+,A+,
020120,키다리스튜디오,,,IT 서비스,,,KOSPI,,D,D,D,D,
039490,키움증권,,,증권,,,KOSPI,,B+,B,A,B+,
054780,키이스트,,,오락·문화,,,KOSDAQ,,D,D,D,D,
,타타대우모빌리티 주식회사,사업장,자동차,,"16,325",308,,,,,,,"""타타대우상용차 주식회사"" 업체명 변경"
360070,탑머티리얼,,,전기·전자,,,KOSDAQ,,C,D,D,B,
014580,태경비케이,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",비금속,"611,753","2,532",KOSPI,1.26882E+11,D,C,D,D,
015890,태경산업,업체,1차 철강 제조업,화학,"99,941","1,409",KOSPI,1.44682E+11,D,C,D,D,
006890,태경케미컬,,,화학,,,KOSPI,,D,D,C,D,
003240,태광산업,업체,기초 화학물질 제조업,화학,"895,831","12,933",KOSPI,8.48411E+11,B,B+,A+,C,
,태림페이퍼주식회사,업체,"펄프, 종이 및 판지 제조업",,"385,762","5,760",,,,,,,
011280,태림포장,,,종이·목재,,,KOSPI,,B,B+,A+,C,
,태봉광업 주식회사,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"241,973",611,,,,,,,
,태상,사업장,기타 금속 가공제품 제조업,,"57,201","1,113",,,,,,,
004100,태양금속공업,사업장,기계,운송장비·부품,"20,806",399,KOSPI,,C,C,D,C,
009410,태영건설,사업장,건설,건설,"19,192",377,KOSPI,5.22568E+11,B,B+,B+,C,
,태영세라믹(주),사업장,"내화, 비내화 요업제품 제조업",,"32,550",539,,,,,,,
,태영열처리,사업장,기계,,"14,249",294,,,,,,,
,태영이엠씨,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",,"148,256",773,,,,,,,
,태우,사업장,비철금속,,"17,165",334,,,,,,,
044490,태웅,업체,1차 철강 제조업,금속,"162,294","2,950",KOSDAQ,5.1519E+11,,,,,
001420,태원물산,,,운송장비·부품,,,KOSPI,,D,D,D,D,
,태평양금속,사업장,"내화, 비내화 요업제품 제조업",,"37,112",754,,,,,,,
095610,테스,,,기계·장비,,,KOSDAQ,,B+,B,B+,B+,
055490,테이팩스,,,화학,,,KOSPI,,B+,B+,A,B+,
078000,텔코웨어,,,IT 서비스,,,KOSPI,,C,D,D,B+,
214420,토니모리,,,화학,,,KOSPI,,C,D,D,B,
801671,토스뱅크,,,,,,,,등급없음,등급없음,등급없음,B+,
,토탈,사업장,폐기물 처리업,,"64,339",70,,,,,,,
,통영시,사업장,폐기물 처리업,,"37,643",354,,,,,,,
091810,트리니티항공,업체,항공 여객 운송업,운송·창고,"186,993","2,683",KOSPI,3.94643E+11,B+,A,B,B+,
084870,티비에이치글로벌,,,섬유·의류,,,KOSPI,,C,D,D,B,
064760,티씨케이,사업장,기타 비금속 광물제품 제조업,비금속,"34,496",713,KOSDAQ,1.66019E+12,B+,B,A,B+,
131290,티에스이,,,의료·정밀기기,,,KOSDAQ,,D,D,D,C,
019180,티에이치엔,,,전기·전자,,,KOSPI,,D,C,C,D,
356860,티엘비,사업장,전기전자,전기·전자,"22,682",456,KOSDAQ,5.87991E+11,,,,,
363280,티와이홀딩스,,,기타금융,,,KOSPI,,C,B+,B+,D,
004870,티웨이홀딩스,,,비금속,,,KOSPI,,D,D,D,D,
,티케이지에코머티리얼 주식회사,사업장,섬유,,"3,154",91,,,,,,,
069260,티케이지휴켐스,업체,기초 화학물질 제조업,화학,"108,678","1,528",KOSPI,,B+,B+,A,B,
104480,티케이케미칼,업체,화학섬유 제조업,화학,"61,590","1,234",KOSDAQ,1.42706E+11,D,C,D,D,
034230,파라다이스,,,오락·문화,,,KOSPI,,D,D,D,C,
,파라다이스세가사미,사업장,일반 및 생활 숙박시설 운영업,,"38,983",798,,,,,,,
,파르나스호텔 주식회사,사업장,건물,,"21,033",434,,,,,,,
,파리크라상,사업장,식료품 제조업,,"20,408",422,,,,,,,
214450,파마리서치,,,제약,,,KOSDAQ,,B,D,B+,B+,
005690,파미셀,,,제약,,,KOSPI,,D,D,D,C,
,파인트리포스마그네슘 주식회사,사업장,금속 주조업,,"35,507",70,,,,,,,
,파주시,업체,폐기물 처리업,,"162,221","1,505",,,,,,,
,파주에너지서비스,업체,전기업,,"4,132,297","80,560",,,,,,,
,파주에코에너지(주),사업장,발전에너지,,"22,169",0,,,,,,,
,파주전기초자 주식회사,사업장,유리 및 유리제품 제조업,,"21,948",457,,,,,,,
140860,파크시스템스,,,의료·정밀기기,,,KOSDAQ,,C,C,D,B,
091700,파트론,,,전기·전자,,,KOSDAQ,,D,C,D,D,
,팔미금속공업(주),사업장,철강,,"15,615",291,,,,,,,
036580,팜스코,,,음식료·담배,,,KOSPI,,B+,B,B+,B+,
004720,팜젠사이언스,,,제약,,,KOSPI,,C,C,B,D,
,팜한농,업체,"비료, 농약 및 살균ㆍ살충제 제조업",,"60,012","1,024",,,,,,,
028670,팬오션,,,운송·창고,,,KOSPI,,A,A,A+,A,
010820,퍼스텍,,,금속,,,KOSPI,,D,C,C,D,
016800,퍼시스,,,기타제조,,,KOSPI,,C,B,C,C,
263750,펄어비스,,,IT 서비스,,,KOSDAQ,,B+,B+,A+,B,
001020,페이퍼코리아,사업장,"펄프, 종이 및 판지 제조업",종이·목재,"88,730","1,529",KOSPI,1.1035E+11,C,C,C,C,
,페트로코너지,사업장,발전에너지,,"22,739",1,,,,,,,
,평안운수,사업장,교통(여객),,"12,864",234,,,,,,,
,평택시,업체,"하수, 폐수 및 분뇨 처리업",,"123,716","1,899",,,,,,,
,평택에너지앤파워 주식회사,업체,"증기, 냉ㆍ온수 및 공기 조절 공급업",,"1,359,985","26,586",,,,,,,"""평택에너지서비스㈜"" 업체명 변경"
090080,평화산업,사업장,고무제품 제조업,운송장비·부품,"31,733",647,KOSPI,51663025719,C,B,B,C,
,평화오일씰공업(주),사업장,자동차,,"14,542",303,,,,,,,
010770,평화홀딩스,,,운송장비·부품,,,KOSPI,,B,B,B,B,
,포레스코,사업장,나무제품 제조업,,"32,212",771,,,,,,,
,포스코,업체,1차 철강 제조업,,"71,065,143","377,507",,,,,,,
022100,포스코DX,,,일반서비스,,,KOSPI,,A,A,A+,B+,
,포스코모빌리티솔루션,사업장,1차 철강 제조업,,"54,924","1,121",,,,,,,
058430,포스코스틸리온,사업장,1차 철강 제조업,금속,"120,953","2,368",KOSPI,2.388E+11,A,A,A+,B+,
,포스코엠씨머티리얼즈,사업장,기초 화학물질 제조업,,"83,843","1,218",,,,,,,
009520,포스코엠텍,,,금속,,,KOSDAQ,,A,A,A+,A,
,포스코이앤씨,사업장,건설,,"43,843",884,,,,,,,
047050,포스코인터내셔널,업체,전기업,유통,"4,831,068","95,999",KOSPI,8.72577E+12,A,B+,A+,A,
003670,포스코퓨처엠,업체,"시멘트, 석회, 플라스터 및 그 외 제품 제조업",전기·전자,"2,298,133","18,214",KOSPI,1.66329E+13,A+,A+,A+,A,
,포천민자발전 주식회사,업체,전기업,,"1,305,244","25,898",,,,,,,
,포천시,사업장,폐기물 처리업,,"59,149",615,,,,,,,
,포천파워(주),업체,전기업,,"1,729,578","34,369",,,,,,,
,포항그린,사업장,폐기물 처리업,,"75,079",17,,,,,,,"""주식회사 그린바이로"" 업체명 변경"
,포항버스,사업장,교통(여객),,"19,454",373,,,,,,,
,포항시,업체,폐기물 처리업,,"164,383","2,492",,,,,,,
,폴리미래(주),사업장,합성고무 및 플라스틱 물질 제조업,,"100,796","1,876",,,,,,,
860086,푸본현대생명보험,,,,,,,,등급없음,등급없음,등급없음,B+,
017810,풀무원,,,음식료·담배,,,KOSPI,,A,A,A+,A,
,풍년그린텍,사업장,제지,,"22,977",469,,,,,,,
,풍농,사업장,석유화학,,"18,535",340,,,,,,,
103140,풍산,업체,1차 비철금속 제조업,금속,"240,625","4,946",KOSPI,2.98459E+12,B+,B,B+,B+,
005810,풍산홀딩스,,,기타금융,,,KOSPI,,B+,B,B,B+,
