종목코드,법인명,지정구분,업종명,온실가스 배출량(tCO₂eq),에너지 사용량(TJ),ESG등급,환경,사회,지배구조
067280,멀티캠퍼스,,,,,D,D,D,C
215200,메가스터디교육,,,,,D,D,D,D
138040,메리츠금융지주,,,,,A,A,A,A
008560,메리츠증권,,,,,등급없음,등급없음,등급없음,B
867865,메리츠캐피탈,,,,,등급없음,등급없음,등급없음,B+
000060,메리츠화재해상보험,,,,,등급없음,등급없음,등급없음,B+
021880,메이슨캐피탈,,,,,D,D,D,D
140410,메지온,,,,,D,D,D,D
090370,메타랩스,,,,,D,D,D,D
118000,메타케어,,,,,D,D,D,D
832969,메트라이프생명보험,,,,,등급없음,등급없음,등급없음,B
017180,명문제약,,,,,D,D,D,C
009900,명신산업,,,,,C,C,C,C
005360,모나미,,,,,D,D,C,D
417970,모델솔루션,,,,,C,D,D,B
080160,모두투어,,,,,C,D,D,B+
009680,모토닉,,,,,C,C,C,B
118990,모트렉스,,,,,D,C,D,D
009580,무림P&P,,,,,A,A,A,B+
033920,무학,,,,,D,C,D,D
008420,문배철강,,,,,D,D,C,C
025560,미래산업,,,,,D,D,D,D
007120,미래아이앤지,,,,,D,D,D,D
100790,미래에셋벤처투자,,,,,C,D,D,B
085620,미래에셋생명,,,,,B+,B+,A,B+
006800,미래에셋증권,,,,,B+,A+,A,B
840265,미래에셋캐피탈,,,,,등급없음,등급없음,등급없음,B+
081660,미스토홀딩스,,,,,B+,B+,A,B
268280,미원에스씨,,,,,B,C,B,B+
107590,미원홀딩스,,,,,C,C,B,C
134380,미원화학,,,,,C,C,C,B
003650,미창석유공업,,,,,D,C,D,D
377740,바이오노트,,,,,D,D,D,C
064550,바이오니아,,,,,D,D,D,C
043150,바텍,,,,,D,D,D,D
323990,박셀바이오,,,,,C,D,D,B
035150,백산,,,,,C,C,C,C
002410,범양건영,,,,,D,D,C,D
002760,보락,,,,,D,D,D,C
310210,보로노이,,,,,D,D,D,C
000890,보해양조,,,,,D,D,D,C
003000,부광약품,,,,,B+,B,A+,B+
001270,부국증권,,,,,C,D,B,C
026940,부국철강,,,,,D,D,D,D
011390,부산산업,,,,,D,C,D,D
005280,부산은행,,,,,등급없음,등급없음,등급없음,B+
002070,비비안,,,,,D,D,D,D
100220,비상교육,,,,,B,D,B,B
837726,비씨카드,,,,,등급없음,등급없음,등급없음,B
878437,비엠더블유파이낸셜서비스코리아,,,,,등급없음,등급없음,등급없음,C
143240,사람인,,,,,C,D,C,C
003960,사조대림,,,,,A,A,A,B+
008040,사조동아원,,,,,B,B+,A,C
007160,사조산업,,,,,B+,B+,B+,B+
014710,사조씨푸드,,,,,B,C,B+,B
006090,사조오양,,,,,B,B+,A,C
008270,산은캐피탈,,,,,등급없음,등급없음,등급없음,B
005610,삼립,,,,,B,B,C,B
001470,삼부토건,,,,,D,C,C,D
028050,삼성E&A,,,,,A,A,A,A
006400,삼성SDI,,,,,A+,A+,A+,A
006660,삼성공조,,,,,D,D,C,C
032830,삼성생명,,,,,A,A,A+,B+
001360,삼성제약,,,,,D,D,D,D
016360,삼성증권,,,,,A,A+,A,B+
068290,삼성출판사,,,,,C,D,D,B+
029780,삼성카드,,,,,A,A+,A+,A
000810,삼성화재해상보험,,,,,B+,A,A,B+
000070,삼양홀딩스,,,,,A,A,A+,B+
002810,삼영무역,,,,,C,D,D,B+
005680,삼영전자공업,,,,,C,C,D,C
004380,삼익THK,,,,,C,C,C,B
002450,삼익악기,,,,,D,D,D,D
004440,삼일씨엔에스,,,,,C,C,D,C
000520,삼일제약,,,,,C,D,C,B
005500,삼진제약,,,,,B,C,B,B+
000250,삼천당제약,,,,,D,C,D,D
010960,삼호개발,,,,,B+,B+,A,B+
009470,삼화전기,,,,,D,C,C,D
011230,삼화전자공업,,,,,D,D,D,D
001820,삼화콘덴서공업,,,,,C,C,C,C
001290,상상인증권,,,,,C,D,C,C
041650,상신브레이크,,,,,C,C,C,C
089980,상아프론테크,,,,,B,B+,B+,C
007540,샘표,,,,,C,C,B+,C
248170,샘표식품,,,,,C,C,B+,D
006730,서부T&D,,,,,D,C,D,D
007860,서연,,,,,B+,B+,A,B+
200880,서연이화,,,,,B+,B+,A,B+
017390,서울도시가스,,,,,C,C,C,C
046890,서울반도체,,,,,C,C,D,C
813002,서울보증보험,,,,,등급없음,등급없음,등급없음,B
004410,서울식품공업,,,,,D,C,D,D
178320,서진시스템,,,,,D,C,C,D
007610,선도전기,,,,,D,C,C,D
136490,선진,,,,,A,B,A,A
014910,성문전자,,,,,D,C,D,D
015750,성우하이텍,,,,,C,B,A,D
000180,성창기업지주,,,,,D,C,D,D
002420,세기상사,,,,,C,D,D,B
003030,세아제강지주,,,,,B+,B+,B+,B+
058650,세아홀딩스,,,,,B+,A,A,B+
013000,세우글로벌,,,,,D,D,D,D
091090,세원이앤씨,,,,,D,D,D,D
021820,세원정공,,,,,C,C,C,C
067830,세이브존I&C,,,,,D,D,D,C
075580,세진중공업,,,,,C,C,D,C
108860,셀바스AI,,,,,D,D,D,D
336370,솔루스첨단소재,,,,,B+,B,B+,B+
248070,솔루엠,,,,,B+,B+,B+,B
036830,솔브레인홀딩스,,,,,B+,B+,A+,B
017550,수산세보틱스,,,,,D,C,D,D
126720,수산인더스트리,,,,,C,C,D,C
253450,스튜디오드래곤,,,,,A,A+,A,B+
026890,스틱인베스트먼트,,,,,B+,B+,A,B
134790,시디즈,,,,,D,C,D,D
000480,시알홀딩스,,,,,C,C,B,C
029530,신도리코,,,,,D,C,D,D
004970,신라교역,,,,,D,D,D,C
215600,신라젠,,,,,D,D,D,C
065350,신성델타테크,,,,,C,C,D,B
011930,신성이엔지,,,,,C,C,C,C
005390,신성통상,,,,,D,D,D,D
035510,신세계I&C,,,,,A,A,A+,A
034300,신세계건설,,,,,B+,B+,B+,B+
031430,신세계인터내셔날,,,,,A,A,A,A
031440,신세계푸드,,,,,A,A,A+,A
006880,신송홀딩스,,,,,D,D,D,D
005800,신영와코루,,,,,D,D,D,D
001720,신영증권,,,,,B+,B+,A,B+
009270,신원,,,,,B+,B,A,B+
002700,신일전자,,,,,D,D,D,C
002870,신풍,,,,,D,D,D,C
019170,신풍제약,,,,,C,C,B+,D
828992,신한라이프생명보험,,,,,등급없음,등급없음,등급없음,A
000010,신한은행,,,,,등급없음,등급없음,등급없음,B+
055550,신한지주,,,,,A+,A+,A,A+
032710,신한카드,,,,,등급없음,등급없음,등급없음,A
811323,신한캐피탈,,,,,등급없음,등급없음,등급없음,A
008670,신한투자증권,,,,,등급없음,등급없음,등급없음,A
004080,신흥,,,,,D,D,D,D
102280,쌍방울,,,,,D,D,D,D
000000,,,,,,,,,
004770,써니전자,,,,,D,C,D,D
403550,쏘카,,,,,C,D,D,B
222080,씨아이에스,,,,,C,C,C,C
004920,씨아이테크,,,,,D,D,D,D
112610,씨에스윈드,,,,,A,A,B+,A
096530,씨젠,,,,,B+,B,A,B+
308170,씨티알모빌리티,,,,,B,B,C,B
025980,아난티,,,,,C,B,B,D
008700,아남전자,,,,,D,D,D,C
090430,아모레퍼시픽,,,,,A,A,A+,A
002790,아모레퍼시픽홀딩스,,,,,A+,A,A+,A+
002030,아세아,,,,,A,A,A,A
012170,아센디오,,,,,D,D,D,D
267850,아시아나IDT,,,,,B,C,B+,B
122900,아이마켓코리아,,,,,B,C,B+,B
829322,아이비케이연금보험,,,,,등급없음,등급없음,등급없음,B
828519,아이비케이캐피탈,,,,,등급없음,등급없음,등급없음,B
809467,아이비케이투자증권,,,,,등급없음,등급없음,등급없음,B
099190,아이센스,,,,,B,C,B+,B+
010780,아이에스동서,,,,,C,B,B+,C
003560,아이에이치큐,,,,,D,D,C,D
005270,아이엠뱅크,,,,,등급없음,등급없음,등급없음,B+
084850,아이티엠반도체,,,,,B+,B+,A,B
027360,아주IB투자,,,,,B,C,A,B
009320,아진전자부품,,,,,D,D,D,D
053800,안랩,,,,,A,B+,A+,B+
001780,알루코,,,,,C,B,B,C
196170,알테오젠,,,,,C,D,C,B
018250,애경산업,,,,,A,A,A+,A
011090,에넥스,,,,,D,C,D,D
137310,에스디바이오센서,,,,,C,C,B,D
101490,에스앤에스텍,,,,,C,D,D,B+
056190,에스에프에이,,,,,C,C,C,B
041510,에스엠,,,,,B+,A,B+,B+
010580,에스엠벡셀,,,,,D,D,D,C
012750,에스원,,,,,B+,B+,A,B+
123700,에스제이엠,,,,,C,C,C,C
025530,에스제이엠홀딩스,,,,,C,C,C,C
326030,에스케이바이오팜,,,,,A,B+,A+,A
052020,에스티큐브,,,,,D,D,D,D
237690,에스티팜,,,,,A,A,A+,B+
058610,에스피지,,,,,D,D,D,C
023960,에쓰씨엔지니어링,,,,,D,C,D,D
140910,에이리츠,,,,,C,D,D,B
078520,에이블씨엔씨,,,,,B+,B,B+,B+
298380,에이비엘바이오,,,,,C,D,D,B+
804337,에이비엘생명보험,,,,,등급없음,등급없음,등급없음,B+
801688,에이아이에이생명보험,,,,,등급없음,등급없음,등급없음,B
015260,에이엔피,,,,,D,C,D,D
007460,에이프로젠,,,,,D,D,D,D
244920,에이플러스에셋,,,,,D,D,D,C
230240,에치에프알,,,,,D,D,D,D
230360,에코마케팅,,,,,C,D,D,B
086520,에코프로,,,,,C,B,B+,D
383310,에코프로에이치엔,,,,,B,B,B,B+
036810,에프에스티,,,,,C,C,D,C
019490,엑시큐어하이트론,,,,,D,C,D,D
806955,엔에이치농협캐피탈,,,,,등급없음,등급없음,등급없음,A
181710,엔에이치엔,,,,,A,A,A+,A
085310,엔케이,,,,,D,D,D,D
182400,엔케이맥스,,,,,D,D,D,D
348370,엔켐,,,,,D,C,C,D
004250,엔피씨,,,,,D,C,C,D
290650,엘앤씨바이오,,,,,C,D,D,B+
010120,엘에스일렉트릭,,,,,A,A,A,A
058970,엠로,,,,,D,D,D,C
097520,엠씨넥스,,,,,B,C,B+,B+
007820,엠엑스로보틱스,,,,,C,D,C,C
014440,영보화학,,,,,D,C,C,D
111770,영원무역,,,,,B+,B+,B+,B+
009970,영원무역홀딩스,,,,,A,B+,B+,A
003520,영진약품,,,,,B+,B+,A,B+
036560,영풍정밀,,,,,B+,B+,A,B+
006740,영풍제지,,,,,D,C,D,D
012160,영흥,,,,,C,C,D,C
002630,오리엔트바이오,,,,,D,D,D,D
001800,오리온홀딩스,,,,,A,A,A,A
010470,오리콤,,,,,B,D,C,B+
039200,오스코텍,,,,,D,D,D,D
005320,온타이드,,,,,D,D,D,D
273060,와이즈버즈,,,,,D,D,D,C
122870,와이지엔터테인먼트,,,,,B,A,C,B+
011690,와이투솔루션,,,,,C,C,C,C
316140,우리금융지주,,,,,A,A+,A,B+
033660,우리금융캐피탈,,,,,등급없음,등급없음,등급없음,B
041190,우리기술투자,,,,,D,D,D,D
000030,우리은행,,,,,등급없음,등급없음,등급없음,B+
010050,우리종합금융,,,,,등급없음,등급없음,등급없음,B+
879070,우리카드,,,,,등급없음,등급없음,등급없음,A
006980,우성,,,,,D,D,C,D
011300,우성머티리얼스,,,,,D,D,D,D
017370,우신시스템,,,,,C,D,D,B
105840,우진,,,,,C,D,C,B
010400,우진아이엔에스,,,,,C,C,C,B
049800,우진플라임,,,,,D,C,D,D
016880,웅진,,,,,B,C,B+,B
095720,웅진씽크빅,,,,,B,B,A+,C
005820,원림,,,,,D,D,D,C
240810,원익IPS,,,,,B,B,A,C
074600,원익QNC,,,,,C,B+,A,D
336570,원텍,,,,,D,D,D,D
010600,웰바이오텍,,,,,D,D,D,D
069080,웹젠,,,,,B,D,C,B+
112040,위메이드,,,,,C,B+,A,C
008600,윌비스,,,,,D,D,C,D
033270,유나이티드,,,,,B+,B,B+,B+
018000,유니슨,,,,,C,C,C,B
011330,유니켐,,,,,D,C,D,D
077500,유니퀘스트,,,,,D,D,D,C
086390,유니테스트,,,,,C,D,C,C
000700,유수홀딩스,,,,,B+,B+,A,B+
003470,유안타증권,,,,,C,C,D,C
072130,유엔젤,,,,,D,D,D,D
000220,유유제약,,,,,C,D,C,C
023410,유진기업,,,,,D,D,D,D
001200,유진증권,,,,,C,B,D,C
084370,유진테크,,,,,C,C,C,C
003460,유화증권,,,,,D,D,D,C
372170,윤성에프앤씨,,,,,C,C,D,C
008250,이건산업,,,,,D,D,D,D
214320,이노션,,,,,A,A,A+,B+
053350,이니텍,,,,,B,C,C,B+
015020,이스타코,,,,,D,D,D,D
093230,이아이디,,,,,D,D,D,D
074610,이엔플러스,,,,,D,C,D,D
091120,이엠텍,,,,,D,D,D,C
102460,이연제약,,,,,C,D,D,B+
039030,이오테크닉스,,,,,D,C,D,D
294090,이오플로우,,,,,C,D,C,B
084680,이월드,,,,,D,D,D,D
000760,이화산업,,,,,D,C,D,D
014990,인디에프,,,,,D,D,D,C
101140,인바이오젠,,,,,D,D,D,D
060150,인선이엔티,,,,,C,C,C,C
006490,인스코비,,,,,D,D,D,D
023800,인지컨트롤스,,,,,C,C,C,C
034590,인천도시가스,,,,,B,D,B,B+
216050,인크로스,,,,,B,D,C,B+
049070,인탑스,,,,,B,C,B+,B
189300,인텔리안테크,,,,,C,B,B,C
023810,인팩,,,,,C,C,D,C
249420,일동제약,,,,,A,A,A,B+
000230,일동홀딩스,,,,,B+,A,A,B+
013360,일성건설,,,,,D,C,D,D
003120,일성아이에스,,,,,D,D,D,C
007110,일신석재,,,,,D,D,D,D
007570,일양약품,,,,,C,D,C,B+
008500,일정실업,,,,,D,D,D,D
081000,일진다이아,,,,,D,D,D,C
020760,일진디스플,,,,,C,C,D,B
103590,일진전기,,,,,D,C,C,D
271940,일진하이솔루스,,,,,C,C,C,C
015860,일진홀딩스,,,,,B,C,C,B+
226320,잇츠한불,,,,,C,C,C,B
317400,자이에스앤디,,,,,B,C,B+,B
033240,자화전자,,,,,C,C,D,C
006350,전북은행,,,,,등급없음,등급없음,등급없음,B+
095700,제넥신,,,,,C,D,C,B
818905,제이비우리캐피탈,,,,,등급없음,등급없음,등급없음,B+
287410,제이시스메디칼,,,,,C,D,D,B
204270,제이앤티씨,,,,,C,C,D,C
194370,제이에스코퍼레이션,,,,,C,D,D,B+
025620,제이준코스메틱,,,,,D,D,D,D
030000,제일기획,,,,,A,A,A+,A
271980,제일약품,,,,,C,C,B+,D
001560,제일연마,,,,,C,C,D,B+
002620,제일파마홀딩스,,,,,C,C,B+,C
006220,제주은행,,,,,A,A,A,A
082270,젬백스,,,,,D,C,C,D
004910,조광페인트,,,,,B+,B+,A,B
004700,조광피혁,,,,,C,D,D,B
001550,조비,,,,,D,D,D,D
120030,조선선재,,,,,D,D,D,C
001630,종근당홀딩스,,,,,A,A,A,A
109070,주성코퍼레이션,,,,,D,C,D,D
044380,주연테크,,,,,D,D,D,D
013890,지누스,,,,,A,A,A+,A
144510,지씨셀,,,,,B+,B+,A,B
013870,지엠비코리아,,,,,D,D,C,D
071320,지역난방공사,,,,,A+,A+,A+,A
088790,진도,,,,,D,D,D,D
003780,진양산업,,,,,D,D,D,D
010640,진양폴리우레탄,,,,,D,D,D,D
100250,진양홀딩스,,,,,D,D,D,D
051630,진양화학,,,,,D,C,C,D
011000,진원생명과학,,,,,D,D,D,D
002780,진흥기업,,,,,C,D,C,B
085660,차바이오텍,,,,,C,D,C,C
009310,참엔지니어링,,,,,D,D,D,C
278280,천보,,,,,C,C,D,C
012600,청호ICT,,,,,D,D,D,D
033250,체시스,,,,,D,C,D,D
035720,카카오,,,,,A,A+,A,B+
293490,카카오게임즈,,,,,A,A,A+,A
323410,카카오뱅크,,,,,A,A,A,A
377300,카카오페이,,,,,B+,A,B+,B+
119860,커넥트웨이브,,,,,C,D,C,C
078340,컴투스,,,,,A,A,A+,B+
214370,케어젠,,,,,B,C,C,B+
807958,케이디비생명보험,,,,,등급없음,등급없음,등급없음,B
800172,케이뱅크은행,,,,,등급없음,등급없음,등급없음,B+
861717,케이비국민카드,,,,,등급없음,등급없음,등급없음,A
001620,케이비아이동국실업,,,,,D,D,D,D
003450,케이비증권,,,,,등급없음,등급없음,등급없음,B+
021960,케이비캐피탈,,,,,등급없음,등급없음,등급없음,B+
002380,케이씨씨,,,,,B+,B+,A,B+
344820,케이씨씨글라스,,,,,A,A,A+,B+
281820,케이씨텍,,,,,C,C,C,B
009070,케이씨티시,,,,,D,C,D,D
105330,케이엔더블유,,,,,C,C,C,C
032500,케이엠더블유,,,,,C,C,D,C
381970,케이카,,,,,B,C,B,B
145270,케이탑리츠,,,,,D,D,D,D
030200,케이티,,,,,A+,A,A+,A+
053210,케이티스카이라이프,,,,,B+,B+,A,B+
036030,케이티알파,,,,,B+,B+,A,B+
033780,케이티앤지,,,,,A,A,A+,A
190650,코리아에셋투자증권,,,,,C,D,B,C
003690,코리안리,,,,,A,A,A+,A
183300,코미코,,,,,B,A,B,C
041960,코미팜,,,,,C,C,D,C
192820,코스맥스,,,,,B+,A,A+,B
044820,코스맥스비티아이,,,,,B,A,A+,C
071950,코아스,,,,,C,C,D,B
002020,코오롱,,,,,B+,B+,A,B
138490,코오롱ENP,,,,,B,B+,C,B+
003070,코오롱글로벌,,,,,B+,B,A,B+
102940,코오롱생명과학,,,,,C,D,C,B+
120110,코오롱인더,,,,,A,B+,A+,B+
021240,코웨이,,,,,A,B+,A+,B+
033290,코웰패션,,,,,C,C,D,C
036420,콘텐트리중앙,,,,,D,C,D,D
200130,콜마비앤에이치,,,,,A,B+,A,A
024720,콜마홀딩스,,,,,A,A,A+,A
031820,콤텍시스템,,,,,C,B+,B+,D
192400,쿠쿠홀딩스,,,,,C,D,C,B
284740,쿠쿠홈시스,,,,,C,D,C,B
060280,큐렉소,,,,,D,D,D,D
016600,큐캐피탈,,,,,D,D,D,D
264900,크라운제과,,,,,C,C,C,B
005740,크라운해태홀딩스,,,,,C,C,C,C
259960,크래프톤,,,,,B+,C,A,A
214150,클래시스,,,,,A+,A,A+,A+
020120,키다리스튜디오,,,,,D,D,D,D
039490,키움증권,,,,,B+,B,A,B+
054780,키이스트,,,,,D,D,D,D
